Date,close,adj_close,high,low,open,vol,rsi,macd
2021-03-31,19.110122680664062,19.110122680664062,20.087404251098636,18.605697631835938,19.982177734375,606283461.0,,
2021-04-01,19.644237518310547,19.644237518310547,19.85713577270508,19.01782989501953,19.11145401000977,547109425.0,,
2021-04-02,20.41268920898437,20.41268920898437,20.50772476196289,19.28300094604492,19.63121032714844,488967387.0,,
2021-04-03,20.26838111877441,20.26838111877441,22.71042251586914,20.215856552124023,20.413530349731445,1129111741.0,,
2021-04-04,21.73773193359375,21.73773193359375,22.02485466003418,19.97066307067871,20.25384521484375,675075627.0,,
2021-04-05,21.462709426879883,21.462709426879883,22.316240310668945,20.43956184387207,21.73871421813965,731003937.0,,
2021-04-06,21.77348518371582,21.77348518371582,23.22825050354004,21.12706184387207,21.48589324951172,1006022060.0,,
2021-04-07,19.58304786682129,19.58304786682129,22.146398544311523,18.898595809936523,21.709007263183597,972381407.0,,
2021-04-08,20.51900100708008,20.51900100708008,20.60095596313477,19.52180290222168,19.59065055847168,493696314.0,,
2021-04-09,21.399585723876957,21.399585723876957,21.5352725982666,20.523120880126957,20.523120880126957,427397698.0,,
2021-04-10,21.055864334106445,21.055864334106445,22.66015625,20.552091598510746,21.42182922363281,633036095.0,,
2021-04-11,23.345903396606445,23.345903396606445,23.530527114868164,20.75355339050293,21.03434944152832,596496781.0,,
2021-04-12,22.04622840881348,22.04622840881348,23.74332618713379,21.29145050048828,23.4610538482666,814213456.0,,
2021-04-13,23.86588859558105,23.86588859558105,24.870098114013672,21.41765022277832,22.01251220703125,969280253.0,,
2021-04-14,27.10128593444824,27.10128593444824,27.10128593444824,22.8746280670166,23.81595802307129,1567041643.0,74.24242424242425,
2021-04-15,27.97422218322754,27.97422218322754,28.48574447631836,26.017559051513672,27.094221115112305,1359497938.0,75.62643373919181,
2021-04-16,25.57723045349121,25.57723045349121,28.14101219177246,24.148273468017575,27.822479248046875,1003837201.0,65.21608081375612,
2021-04-17,24.64755630493164,24.64755630493164,27.51499557495117,24.586963653564453,25.5588321685791,799905822.0,61.67329132042633,
2021-04-18,21.37764358520508,21.37764358520508,25.024883270263672,17.577198028564453,24.627180099487305,1347894255.0,51.151322589037505,
2021-04-19,19.2856388092041,19.2856388092041,22.23867416381836,18.921140670776367,21.42241477966309,817680389.0,45.77581828329372,
2021-04-20,21.250104904174805,21.250104904174805,21.54713630676269,17.705320358276367,19.21009063720703,1070969900.0,50.97867494546694,
2021-04-21,19.63514709472656,19.63514709472656,21.46721076965332,19.39911651611328,21.276073455810547,695415700.0,46.990168105595586,
2021-04-22,18.77232551574707,18.77232551574707,21.510412216186523,18.64439582824707,19.57815361022949,817952267.0,44.96637133138504,
2021-04-23,20.477582931518555,20.477582931518555,20.494558334350582,16.714595794677734,18.77873420715332,1022942872.0,49.613223127506906,
2021-04-24,18.39421272277832,18.39421272277832,20.512914657592773,18.378677368164062,20.501895904541016,472708341.0,44.67216891307834,
2021-04-25,18.650671005249023,18.650671005249023,19.632747650146484,17.74521827697754,18.43621826171875,440210763.0,45.404111159169574,-0.37919379705724765
2021-04-26,22.0742301940918,22.0742301940918,22.764612197875977,18.51039123535156,18.701717376708984,752531946.0,54.020659817665084,-0.2331452179415443
2021-04-27,23.04837226867676,23.04837226867676,23.41724395751953,21.76339530944824,22.096216201782227,588246765.0,56.13521823971075,-0.03835342814962317
2021-04-28,22.956918716430664,22.956918716430664,24.115100860595703,21.837623596191406,23.047273635864254,664789988.0,55.878440901570656,0.10740285801130511
2021-04-29,22.12502670288086,22.12502670288086,22.968994140625,21.187049865722656,22.968994140625,504570591.0,53.45020477165,0.15401365824724422
2021-04-30,22.72773551940918,22.72773551940918,23.4158878326416,21.74995422363281,22.212804794311523,530264907.0,54.97346127585733,0.23685628586743945
2021-05-01,23.819658279418945,23.819658279418945,24.471147537231445,22.466110229492188,22.7236328125,604499347.0,57.68261717649353,0.3861672110308483
2021-05-02,23.09726333618164,23.09726333618164,23.932411193847656,22.34564208984375,23.796520233154297,449119707.0,55.31506508113157,0.441120992128198
2021-05-03,22.96747589111328,22.96747589111328,23.75726890563965,22.460166931152344,23.08909797668457,481400618.0,54.87709820574974,0.46879551455367974
2021-05-04,21.04228782653809,21.04228782653809,23.316654205322266,20.92245101928711,22.952152252197266,677921085.0,48.71083508828966,0.3315591778035021
2021-05-05,24.7627067565918,24.7627067565918,24.78329849243164,20.62775611877441,20.96499252319336,813419448.0,58.41101065221005,0.5170449348519135
2021-05-06,25.533275604248047,25.533275604248047,27.041431427001957,24.32396697998047,24.851259231567383,1302592314.0,60.09341729733446,0.7179461632943038
2021-05-07,28.74724769592285,28.74724769592285,32.136863708496094,25.01896858215332,25.526840209960938,2221425535.0,66.22708382796341,1.1235509260731469
2021-05-08,29.43515014648437,29.43515014648437,31.420076370239254,26.90652656555176,28.61167907714844,1373994440.0,67.38743467861977,1.4834038453768876
2021-05-09,28.7795524597168,28.7795524597168,29.95605087280273,26.53253746032715,29.482372283935547,930674662.0,65.08400703544064,1.696136615170417
